Invoice No,Flight Number,Aircraft ID,Origin Code,Dest. Code,Distance Km,MTOW_Tonnes,Calc_Weight_Factor,Calculated_Charge,Vendor_Charge,Status
502012523021670,AIC2027,VTTSQ,VABB,EDDF,2165.0,252.65,2.25,5748.07,5748.08,Matched
502012523021670,AJC2017,VTTSH,VIDP,EGLL,1523.0,247.207,2.22,3989.65,4043.57,Not Matched
502012523021670,AICl43,VTANL,VIDP,LFPG,1523.0,227.93,2.14,3845.88,3845.88,Matched
502012523021670,AJCl31,VTAEN,VABB,EGLL,2165.0,351.534,2.65,6769.95,6769.96,Matched
502012523021670,AIC2029,VTTSN,VIDP,EDDF,1990.0,247.207,2.22,5213.0,5283.45,Not Matched
502012523021670,AICl32D,VTNAC,EGLL,VOBL,2109.0,227.93,2.14,5325.65,5325.65,Matched
502012523021670,AIC157,VTANT,VlDP,EKCH,,227.93,2.14,,3845.88,Not Matched
502012523021670,AJCl62,VTJRA,EGLL,VIDP,1441.0,280.0,2.37,4029.9,4063.91,Not Matched
502012523021670,AJCll42,VTANZ,OJAI,VIDP,1356.0,227.93,2.14,3424.17,3424.17,Matched
502012523021670,AICl48,VTANQ,LFPG,VIDP,1441.0,227.93,2.14,3638.81,,Not Matched
502012523021670,AJCl28,VTAEO,EGLL,VABB,2064.0,351.534,2.65,6454.13,,Not Matched
502012523021670,AIC991,VTCIQ,VIDP,OEJN,1514.0,79.0,1.26,2251.02,,Not Matched
502012523021670,AIC935,VTEXP,VABB,OEDF,36.0,79.0,1.26,53.52,305.52,Not Matched
502012523021670,AIC931,VTCIP,VABB,OEJN,1514.0,79.0,1.26,2251.02,2503.02,Not Matched
