"No.
(1)","Date
(2)","Type
(3)","Registration
(4)","CallSign
(5)","From
(6)","To
(7)",Entry pt. (8),Over Head pt. (9),Exit pt. (10),"Air Nav. Fac Charges
(11)"
1,01-04-2025,B77L,VTAEE,AIC173,VIDP,KSFO,2346,0016,0025,609
2,01-04-2025,B77L,VTAEG,AIC179,VABB,KSFO,1031,1106,1115,609
3,01-04-2025,A21N,VTTVD,AIC2105,VABB,WSSS,2210,2215,2312,119
4,01-04-2025,A21N,VTTVB,AIC2115,VIDP,WSSS,0902,0922,:,119
5,01-04-2025,A21N,VTTVB,AIC2116,WSSS,VIDP,1455,1545,1626,119
6,01-04-2025,A21N,VTTVG,AIC2145,VIDP,WADD,1852,1859,1955,119
7,01-04-2025,A21N,VTTVG,AIC2146,WADD,VIDP,0621,0643,:,119
8,01-04-2025,A20N,VTRTU,AIC2303,VTBS,VIDP,1645,1715,1742,119
9,01-04-2025,A20N,VTRTU,AIC2304,VIDP,VTBS,1121,1203,1223,119
10,01-04-2025,A20N,VTEXN,AIC2332,VIDP,VTBS,0813,0855,0915,119
11,01-04-2025,A20N,VTEXN,AIC2333,VTBS,VIDP,0227,0249,0331,119
12,01-04-2025,A20N,VTEXN,AIC2335,VTBS,VIDP,1148,1217,1244,119
13,01-04-2025,A20N,VTEXN,AIC2336,VIDP,VTBS,2236,2303,2332,119
14,01-04-2025,A20N,VTRTS,AIC2353,VTBS,VABB,0814,0820,0909,119
15,01-04-2025,A20N,VTRTS,AIC2354,VABB,VTBS,0509,0558,0602,119
16,01-04-2025,A20N,VTEXP,AIC2355,VIDP,VTBS,0457,0539,0559,119
17,01-04-2025,A20N,VTEXP,AIC2356,VTBS,VIDP,0850,0912,0954,119
18,01-04-2025,B789,VTTSH,AIC2380,VIDP,WSSS,2013,2038,2106,457
19,01-04-2025,B789,VTTSP,AIC2381,WSSS,VIDP,0251,0311,0448,457
20,01-04-2025,A21N,VTTVJ,AIC2382,VIDP,WSSS,1105,1127,:,119
21,01-04-2025,A21N,VTTVJ,AIC2383,WSSS,VIDP,1655,1717,1743,119
22,01-04-2025,B788,VTANC,AIC308,VIDP,YMML,2212,2251,2338,457
23,01-04-2025,B788,VTANU,AIC313,RKSI,VIDP,0912,0921,0950,457
24,01-04-2025,B788,VTANJ,AIC314,VIDP,VHHH,1858,1928,1936,457
25,01-04-2025,B788,VTANX,AIC315,VHHH,VIDP,0456,0505,0535,457
26,01-04-2025,B788,VTANQ,AIC357,RJTT,VIDP,0919,0928,0958,457
27,01-04-2025,B788,VTANQ,AIC358,VIDP,RJTT,1758,1828,1837,457
28,01-04-2025,A20N,VTCIF,AIC376,VIDP,VTSP,1056,1118,:,119
29,01-04-2025,A20N,VTCIF,AIC377,VTSP,VIDP,1404,1426,1453,119
30,01-04-2025,A20N,VTEXL,AIC378,VIDP,VTSP,2324,2331,0028,119
31,01-04-2025,A20N,VTEXH,AIC379,VTSP,VIDP,0256,0318,:,119
32,01-04-2025,A20N,VTEXK,AIC384,VIDP,WMKK,1047,1109,:,119
33,01-04-2025,A20N,VTCIF,AIC385,WMKK,VIDP,0125,0147,"B/F
:","7,492
119"
34,01-04-2025,A20N,VTCIH,AIC388,VIDP,VVTS,0955,1036,1056,119
35,01-04-2025,A20N,VTCIH,AIC389,VVTS,VIDP,1541,1610,1637,119
36,02-04-2025,B77L,VTAEI,AIC173,VIDP,KSFO,2352,0022,0031,609
37,02-04-2025,B77L,VTAEF,AIC175,VOBL,KSFO,1104,1139,1148,609
38,02-04-2025,A21N,VTTVF,AIC2111,VAPO,WSSS,2340,2345,0042,119
39,02-04-2025,B788,VTANN,AIC2112,VIDP,WSSS,0122,0156,0234,457
40,02-04-2025,A21N,VTTVB,AIC2115,VIDP,WSSS,0912,0934,:,119
41,02-04-2025,A21N,VTTVB,AIC2116,WSSS,VIDP,1443,1505,:,119
42,02-04-2025,A21N,VTTVG,AIC2145,VIDP,WADD,1921,1928,2024,119
43,02-04-2025,A21N,VTTVG,AIC2146,WADD,VIDP,0606,0628,0655,119
44,02-04-2025,A20N,VTEXN,AIC2303,VTBS,VIDP,1559,1628,1654,119
45,02-04-2025,A20N,VTEXN,AIC2304,VIDP,VTBS,1145,1211,1240,119
46,02-04-2025,A20N,VTRTU,AIC2332,VIDP,VTBS,0810,0849,0908,119
47,02-04-2025,A20N,VTEXN,AIC2333,VTBS,VIDP,0219,0241,0323,119
48,02-04-2025,A20N,VTRTU,AIC2335,VTBS,VIDP,1133,1202,1228,119
49,02-04-2025,A20N,VTRTU,AIC2336,VIDP,VTBS,2238,2305,2335,119
50,02-04-2025,A20N,VTRTS,AIC2353,VTBS,VABB,0828,0834,0923,119
51,02-04-2025,A20N,VTRTS,AIC2354,VABB,VTBS,0519,0542,0612,119
52,02-04-2025,A20N,VTEXP,AIC2355,VIDP,VTBS,0524,0549,0616,119
53,02-04-2025,A20N,VTEXP,AIC2356,VTBS,VIDP,0848,0917,0944,119
54,02-04-2025,B789,VTTSE,AIC2380,VIDP,WSSS,2042,2049,2152,457
55,02-04-2025,B789,VTTSH,AIC2381,WSSS,VIDP,0257,0344,0423,457
56,02-04-2025,A21N,VTTVE,AIC2382,VIDP,WSSS,1054,1119,:,119
57,02-04-2025,A21N,VTTVE,AIC2383,WSSS,VIDP,1656,1718,:,119
58,02-04-2025,B788,VTANS,AIC301,YSSY,VIDP,2017,2038,:,457
59,02-04-2025,B788,VTANY,AIC302,VIDP,YSSY,2155,2234,2321,457
60,02-04-2025,B788,VTANS,AIC302,VIDP,YSSY,0021,0027,0120,457
61,02-04-2025,B788,VTANX,AIC308,VIDP,YMML,2217,2242,2309,457
62,02-04-2025,B788,VTANQ,AIC312,VIDP,RKSI,2053,2122,2131,457
63,02-04-2025,B788,VTANH,AIC314,VIDP,VHHH,1853,1944,1959,457
64,02-04-2025,B788,VTANJ,AIC315,VHHH,VIDP,0537,0546,0616,457
65,02-04-2025,B788,VTANQ,AIC357,RJTT,VIDP,0922,0931,"B/F
1005","15,660
457"
66,02-04-2025,A20N,VTCIE,AIC376,VIDP,VTSP,1105,1127,:,119
67,02-04-2025,A20N,VTCIF,AIC377,VTSP,VIDP,1346,1408,:,119
68,02-04-2025,A20N,VTCID,AIC378,VIDP,VTSP,2313,2319,0015,119
69,02-04-2025,A20N,VTEXL,AIC379,VTSP,VIDP,0315,0337,0404,119
70,02-04-2025,A20N,VTCIH,AIC384,VIDP,WMKK,1255,1317,:,119
71,02-04-2025,A20N,VTEXK,AIC385,WMKK,VIDP,0117,0139,0206,119
72,02-04-2025,A20N,VTEXK,AIC388,VIDP,VVTS,0954,1020,1049,119
73,02-04-2025,A20N,VTEXK,AIC389,VVTS,VIDP,1545,1614,1641,119
74,03-04-2025,B77W,VTALJ,AIC1382,VIDP,WSSS,0045,0051,0145,609
75,03-04-2025,B77L,VTAEE,AIC173,VIDP,KSFO,2357,0027,0036,609
76,03-04-2025,B77L,VTAEG,AIC175,VOBL,KSFO,1056,1131,1140,609
77,03-04-2025,A21N,VTTVJ,AIC2115,VIDP,WSSS,0901,0901,0923,119
78,03-04-2025,A21N,VTTVJ,AIC2116,WSSS,VIDP,1420,1442,1508,119
79,03-04-2025,A21N,VTTVG,AIC2145,VIDP,WADD,1824,1937,2009,119
80,03-04-2025,A21N,VTTVG,AIC2146,WADD,VIDP,0625,0625,0647,119
81,03-04-2025,A20N,VTRTU,AIC2303,VTBS,VIDP,1609,1639,1706,119
82,03-04-2025,A20N,VTRTU,AIC2304,VIDP,VTBS,1122,1204,1224,119
83,03-04-2025,A20N,VTRTT,AIC2332,VIDP,VTBS,0812,0837,0904,119
84,03-04-2025,A20N,VTRTU,AIC2333,VTBS,VIDP,0218,0248,0315,119
85,03-04-2025,A20N,VTRTT,AIC2335,VTBS,VIDP,1141,1201,1243,119
86,03-04-2025,A20N,VTRTT,AIC2336,VIDP,VTBS,2256,2323,2352,119
87,03-04-2025,A20N,VTRIO,AIC2353,VTBS,VABB,0814,0820,0909,119
88,03-04-2025,A20N,VTRIO,AIC2354,VABB,VTBS,0511,0534,0604,119
89,03-04-2025,A20N,VTEXP,AIC2355,VIDP,VTBS,0531,0556,0623,119
90,03-04-2025,A20N,VTEXP,AIC2356,VTBS,VIDP,0902,0936,1007,119
91,03-04-2025,B789,VTTSO,AIC2380,VIDP,WSSS,2033,2039,2131,457
92,03-04-2025,B789,VTTSE,AIC2381,WSSS,VIDP,0246,0333,0412,457
93,03-04-2025,A21N,VTTVE,AIC2382,VIDP,WSSS,1046,1111,:,119
94,03-04-2025,A21N,VTTVE,AIC2383,WSSS,VIDP,1646,1708,1735,119
95,03-04-2025,B788,VTANJ,AIC302,VIDP,YSSY,2218,2224,2254,457
96,03-04-2025,B788,VTANH,AIC312,VIDP,RKSI,2100,2130,2139,457
97,03-04-2025,B788,VTANQ,AIC313,RKSI,VIDP,0819,0828,"B/F
0858","22,628
457"
98,03-04-2025,B788,VTANV,AIC314,VIDP,VHHH,1851,1942,1957,457
99,03-04-2025,B788,VTANH,AIC315,VHHH,VIDP,0457,0506,0536,457
100,03-04-2025,B788,VTANQ,AIC358,VIDP,RJTT,1736,1806,1815,457
101,03-04-2025,A20N,VTEXL,AIC376,VIDP,VTSP,1056,1118,:,119
102,03-04-2025,A20N,VTEXL,AIC377,VTSP,VIDP,1402,1424,1450,119
103,03-04-2025,A20N,VTCIE,AIC378,VIDP,VTSP,2307,2314,0011,119
104,03-04-2025,A20N,VTCID,AIC379,VTSP,VIDP,0307,0307,0329,119
105,03-04-2025,A20N,VTCIG,AIC384,VIDP,WMKK,1029,1056,1118,119
106,03-04-2025,A20N,VTCIH,AIC385,WMKK,VIDP,0132,0132,0154,119
107,03-04-2025,A20N,VTEXO,AIC388,VIDP,VVTS,0940,1021,1041,119
108,03-04-2025,A20N,VTEXO,AIC389,VVTS,VIDP,1517,1546,1613,119
109,04-04-2025,B77L,VTAEI,AIC173,VIDP,KSFO,2351,0021,0030,609
110,04-04-2025,B77L,VTAEF,AIC179,VABB,KSFO,1046,1121,1130,609
111,04-04-2025,A21N,VTTVE,AIC2115,VIDP,WSSS,0851,0913,:,119
112,04-04-2025,A21N,VTTVE,AIC2116,WSSS,VIDP,1422,1422,1444,119
113,04-04-2025,A21N,VTTVG,AIC2145,VIDP,WADD,1856,1903,1959,119
114,04-04-2025,A21N,VTTVG,AIC2146,WADD,VIDP,0623,0645,0711,119
115,04-04-2025,A20N,VTRTT,AIC2303,VTBS,VIDP,1607,1637,1704,119
116,04-04-2025,A20N,VTRTT,AIC2304,VIDP,VTBS,1111,1152,1212,119
117,04-04-2025,A20N,VTEXN,AIC2332,VIDP,VTBS,0804,0831,0900,119
118,04-04-2025,A20N,VTRTT,AIC2333,VTBS,VIDP,0215,0244,0311,119
119,04-04-2025,A20N,VTEXN,AIC2335,VTBS,VIDP,1151,1221,1248,119
120,04-04-2025,A20N,VTEXN,AIC2336,VIDP,VTBS,2303,2330,0000,119
121,04-04-2025,A20N,VTRTS,AIC2353,VTBS,VABB,0814,0820,0909,119
122,04-04-2025,A20N,VTRTS,AIC2354,VABB,VTBS,0453,0514,0542,119
123,04-04-2025,A20N,VTEXP,AIC2355,VIDP,VTBS,0455,0534,0553,119
124,04-04-2025,A20N,VTEXP,AIC2356,VTBS,VIDP,0843,0917,0948,119
125,04-04-2025,B789,VTTSH,AIC2380,VIDP,WSSS,2018,2052,2118,457
126,04-04-2025,B789,VTTSO,AIC2381,WSSS,VIDP,0234,0321,0400,457
127,04-04-2025,A21N,VTTVB,AIC2382,VIDP,WSSS,1056,1056,1118,119
128,04-04-2025,A21N,VTTVB,AIC2383,WSSS,VIDP,1658,1658,1720,119
129,04-04-2025,B788,VTANJ,AIC301,YSSY,VIDP,1847,1915,"B/F
1940","29,444
457"
130,04-04-2025,B788,VTANS,AIC302,VIDP,YSSY,2254,2254,2319,457
131,04-04-2025,B788,VTANC,AIC308,VIDP,YMML,0315,0340,0431,457
132,04-04-2025,B788,VTANC,AIC308,VIDP,YMML,2305,2331,0024,457
133,04-04-2025,B788,VTANE,AIC309,YMML,VIDP,2309,2330,2330,457
134,04-04-2025,B788,VTANA,AIC312,VIDP,RKSI,2138,2208,2217,457
135,04-04-2025,B788,VTANH,AIC313,RKSI,VIDP,0832,0841,0911,457
136,04-04-2025,B788,VTANQ,AIC314,VIDP,VHHH,1904,1954,2009,457
137,04-04-2025,B788,VTANV,AIC315,VHHH,VIDP,0523,0532,0602,457
138,04-04-2025,B788,VTANQ,AIC357,RJTT,VIDP,0907,0916,0946,457
139,04-04-2025,A20N,VTEXM,AIC376,VIDP,VTSP,1052,1052,1114,119
140,04-04-2025,A20N,VTEXM,AIC377,VTSP,VIDP,1358,1420,1420,119
141,04-04-2025,A20N,VTCIE,AIC379,VTSP,VIDP,0320,0342,0409,119
142,04-04-2025,A20N,VTEXO,AIC384,VIDP,WMKK,1043,1043,1105,119
143,04-04-2025,A20N,VTCIG,AIC385,WMKK,VIDP,0125,0147,0213,119
144,04-04-2025,A20N,VTCIG,AIC388,VIDP,VVTS,0942,1023,1043,119
145,04-04-2025,A20N,VTCIG,AIC389,VVTS,VIDP,1528,1557,1624,119
146,05-04-2025,B77L,VTAEG,AIC179,VABB,KSFO,1009,1043,1052,609
147,05-04-2025,B77L,VTALH,AIC183,VIDP,KSFO,1346,1416,1425,609
148,05-04-2025,A21N,VTTVD,AIC2115,VIDP,WSSS,0913,0935,:,119
149,05-04-2025,A21N,VTTVD,AIC2116,WSSS,VIDP,1526,1549,1616,119
150,05-04-2025,A21N,VTTVG,AIC2145,VIDP,WADD,1912,1919,2015,119
151,05-04-2025,A21N,VTTVG,AIC2146,WADD,VIDP,0603,0625,:,119
152,05-04-2025,A20N,VTEXN,AIC2303,VTBS,VIDP,1609,1638,1705,119
153,05-04-2025,A20N,VTEXN,AIC2304,VIDP,VTBS,1145,1225,1245,119
154,05-04-2025,A20N,VTRTT,AIC2332,VIDP,VTBS,0751,0830,0849,119
155,05-04-2025,A20N,VTEXN,AIC2333,VTBS,VIDP,0234,0303,0329,119
156,05-04-2025,A20N,VTRTT,AIC2335,VTBS,VIDP,1129,1159,1226,119
157,05-04-2025,A20N,VTRTT,AIC2336,VIDP,VTBS,2257,2322,2348,119
158,05-04-2025,A20N,VTEXQ,AIC2353,VTBS,VABB,0834,0840,0929,119
159,05-04-2025,A20N,VTEXQ,AIC2354,VABB,VTBS,0521,0544,0614,119
160,05-04-2025,A20N,VTRTU,AIC2355,VIDP,VTBS,0518,0559,0618,119
161,05-04-2025,A20N,VTRTU,AIC2356,VTBS,VIDP,0849,0917,"B/F
0942","37,612
119"
162,05-04-2025,B789,VTTSN,AIC2380,VIDP,WSSS,2106,2127,:,457
163,05-04-2025,B789,VTTSH,AIC2381,WSSS,VIDP,0243,0303,0408,457
164,05-04-2025,A21N,VTTVB,AIC2382,VIDP,WSSS,1042,1104,:,119
165,05-04-2025,A21N,VTTVB,AIC2383,WSSS,VIDP,1645,1708,1735,119
166,05-04-2025,B788,VTANE,AIC302,VIDP,YSSY,2300,2325,:,457
167,05-04-2025,B788,VTANH,AIC312,VIDP,RKSI,2109,2139,2148,457
168,05-04-2025,B788,VTANA,AIC313,RKSI,VIDP,0838,0847,0917,457
169,05-04-2025,B788,VTANQ,AIC314,VIDP,VHHH,1853,1943,1958,457
170,05-04-2025,B788,VTANQ,AIC315,VHHH,VIDP,0458,0507,0537,457
171,05-04-2025,B788,VTANA,AIC358,VIDP,RJTT,1716,1746,1755,457
172,05-04-2025,A20N,VTEXU,AIC376,VIDP,VTSP,1055,1117,:,119
173,05-04-2025,A20N,VTEXU,AIC377,VTSP,VIDP,1402,1422,1443,119
174,05-04-2025,A20N,VTEXO,AIC378,VIDP,VTSP,2355,0017,:,119
175,05-04-2025,A20N,VTCIP,AIC378,VIDP,VTSP,0003,0025,0025,119
176,05-04-2025,A20N,VTCIP,AIC379,VTSP,VIDP,0256,0318,:,119
177,05-04-2025,A20N,VTCIG,AIC384,VIDP,WMKK,1126,1148,:,119
178,05-04-2025,A20N,VTEXO,AIC385,WMKK,VIDP,0129,0151,:,119
179,05-04-2025,A20N,VTEXT,AIC388,VIDP,VVTS,1000,1027,1056,119
180,05-04-2025,A20N,VTEXT,AIC389,VVTS,VIDP,1512,1532,1614,119
181,06-04-2025,B77L,VTAEF,AIC175,VOBL,KSFO,1037,1112,1121,609
182,06-04-2025,A21N,VTTVC,AIC2107,VABB,WSSS,0737,0809,0837,119
183,06-04-2025,A21N,VTTVB,AIC2115,VIDP,WSSS,0910,0932,:,119
184,06-04-2025,A21N,VTTVB,AIC2116,WSSS,VIDP,1440,1502,:,119
185,06-04-2025,A21N,VTTVG,AIC2145,VIDP,WADD,1926,1933,2029,119
186,06-04-2025,A21N,VTTVG,AIC2146,WADD,VIDP,0650,0712,0739,119
187,06-04-2025,A20N,VTRTT,AIC2303,VTBS,VIDP,1558,1627,1654,119
188,06-04-2025,A20N,VTRTT,AIC2304,VIDP,VTBS,1133,1201,1231,119
189,06-04-2025,A20N,VTRTL,AIC2332,VIDP,VTBS,0803,0830,0900,119
190,06-04-2025,A20N,VTRTT,AIC2333,VTBS,VIDP,0230,0300,0327,119
191,06-04-2025,A20N,VTRTL,AIC2335,VTBS,VIDP,1133,1202,1229,119
192,06-04-2025,A20N,VTRTU,AIC2336,VIDP,VTBS,2328,2355,0025,119
